Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDD36,13.300000190734863,LF,0.021306635811924934,Baking Goods,119.8124008178711,OUT049,1999,Medium,Tier1,Supermarket Type1,1896.1983642578125
FDD36,13.300000190734863,Low Fat,0.035607580095529556,Baking Goods,119.91239929199219,OUT010,1998,Medium,Tier 3,Grocery Store,118.51239776611328
FDP24,20.600000381469727,Low Fat,0.08298838138580322,Baking Goods,120.07559967041016,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.177490234375
FDP24,20.600000381469727,Low Fat,0.08334220200777054,Baking Goods,120.17559814453125,OUT018,2009,Medium,Tier 3,Supermarket Type2,2723.17919921875
FDP24,20.600000381469727,LF,0.08313313126564026,Baking Goods,120.17559814453125,OUT049,1999,Medium,Tier1,Supermarket Type1,1332.931640625
FDG12,6.635000228881836,Regular,0.006351876072585583,Baking Goods,120.30979919433594,OUT018,2009,Medium,Tier 3,Supermarket Type2,1446.1175537109375
FDQ60,6.195000171661377,Regular,0.10935375839471817,Baking Goods,120.40979766845703,OUT035,2004,Small,Tier 2,Supermarket Type1,783.2356567382812
FDQ60,6.195000171661377,Regular,0.10954449325799942,Baking Goods,120.40979766845703,OUT049,1999,Medium,Tier1,Supermarket Type1,790.6950073242188
FDD36,13.300000190734863,Low Fat,0.02136022038757801,Baking Goods,120.41239929199219,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.68603515625
FDA35,14.850000381469727,Regular,0.05394674465060234,Baking Goods,120.5072021484375,OUT045,2002,Small,Tier 2,Supermarket Type1,1932.6944580078125
FDQ60,6.195000171661377,Regular,0.10981998592615128,Baking Goods,120.60980224609375,OUT018,2009,Medium,Tier 3,Supermarket Type2,821.8955078125
FDA35,14.850000381469727,Regular,0.05383756011724472,Baking Goods,120.80719757080078,OUT046,1997,Small,Tier1,Supermarket Type1,4287.751953125
FDP24,20.600000381469727,Low Fat,0.0834735855460167,Baking Goods,120.87560272216797,OUT017,2007,Medium,Tier 2,Supermarket Type1,1211.7559814453125
FDP24,,Low Fat,0.0826021283864975,Baking Goods,120.97560119628906,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.619140625
FDA35,14.850000381469727,Regular,0.05379275977611542,Baking Goods,121.0072021484375,OUT013,1987,High,Tier 3,Supermarket Type1,1922.743896484375
FDP24,20.600000381469727,Low Fat,0.08317241072654724,Baking Goods,121.07559967041016,OUT045,2002,Small,Tier 2,Supermarket Type1,1696.4583740234375
FDG12,6.635000228881836,Regular,0.006361890118569136,Baking Goods,121.10980224609375,OUT017,2007,Medium,Tier 2,Supermarket Type1,2651.215576171875
FDQ60,,Regular,0.19150052964687347,Baking Goods,121.20980072021484,OUT019,1985,Small,Tier1,Grocery Store,120.50980377197266
FDG12,6.635000228881836,Regular,0.0,Baking Goods,121.30979919433594,OUT045,2002,Small,Tier 2,Supermarket Type1,2530.705810546875
FDG12,,Regular,0.0,Baking Goods,121.30979919433594,OUT019,1985,Small,Tier1,Grocery Store,120.50980377197266
FDG12,6.635000228881836,Regular,0.0063359420746564865,Baking Goods,121.80979919433594,OUT049,1999,Medium,Tier1,Supermarket Type1,2048.66650390625
FDQ60,6.195000171661377,Regular,0.10928342491388321,Baking Goods,121.90979766845703,OUT013,1987,High,Tier 3,Supermarket Type1,808.097412109375
FDT60,12.0,Low Fat,0.07554831355810165,Baking Goods,121.93879699707031,OUT046,1997,Small,Tier1,Supermarket Type1,3219.808837890625
FDG12,6.635000228881836,reg,0.006326105911284685,Baking Goods,122.10980224609375,OUT046,1997,Small,Tier1,Supermarket Type1,866.9124145507812
FDA35,,Regular,0.05357684940099716,Baking Goods,122.20719909667969,OUT027,1985,Medium,Tier 3,Supermarket Type3,3552.708740234375
FDQ60,6.195000171661377,Regular,0.1099931076169014,Baking Goods,122.30979919433594,OUT017,2007,Medium,Tier 2,Supermarket Type1,833.4801025390625
FDT60,12.0,Low Fat,0.07548543810844421,Baking Goods,122.33879852294922,OUT013,1987,High,Tier 3,Supermarket Type1,1570.8302001953125
FDG12,,Regular,0.006295471917837858,Baking Goods,122.40979766845703,OUT027,1985,Medium,Tier 3,Supermarket Type3,3735.8037109375
FDA35,14.850000381469727,Regular,0.05392126366496086,Baking Goods,123.0072021484375,OUT049,1999,Medium,Tier1,Supermarket Type1,1960.115234375
FDA35,14.850000381469727,Regular,0.05405687168240547,Baking Goods,123.20719909667969,OUT018,2009,Medium,Tier 3,Supermarket Type2,2012.589599609375
FDT60,12.0,Low Fat,0.12645238637924194,Baking Goods,123.63880157470703,OUT010,1998,Medium,Tier 3,Grocery Store,1572.685546875
FDT60,,Low Fat,0.13227534294128418,Baking Goods,123.83879852294922,OUT019,1985,Small,Tier1,Grocery Store,123.83879852294922
FDT60,12.0,Low Fat,0.07553402334451675,Baking Goods,123.93879699707031,OUT035,2004,Small,Tier 2,Supermarket Type1,1635.9921875
FDA35,14.850000381469727,Regular,0.05414208769798279,Baking Goods,124.1072006225586,OUT017,2007,Medium,Tier 2,Supermarket Type1,1837.6080322265625
FDA35,14.850000381469727,Regular,0.053827378898859024,Baking Goods,124.1072006225586,OUT035,2004,Small,Tier 2,Supermarket Type1,1953.5714111328125
FDT60,12.0,Low Fat,0.07597564160823822,Baking Goods,124.13880157470703,OUT017,2007,Medium,Tier 2,Supermarket Type1,1486.0655517578125
FDT60,12.0,Low Fat,0.07585605978965759,Baking Goods,124.53880310058594,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.7431640625
FDV36,,Low Fat,0.04605141282081604,Baking Goods,124.60199737548828,OUT019,1985,Small,Tier1,Grocery Store,2705.71484375
FDS12,9.100000381469727,Low Fat,0.17408563196659088,Baking Goods,124.63619995117188,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.8876953125
FDT60,12.0,Low Fat,0.0757015272974968,Baking Goods,124.63880157470703,OUT045,2002,Small,Tier 2,Supermarket Type1,2105.259521484375
FDT60,,Low Fat,0.0751824676990509,Baking Goods,124.83879852294922,OUT027,1985,Medium,Tier 3,Supermarket Type3,1660.4776611328125
FDV36,18.700000762939453,Low Fat,0.026450779289007187,Baking Goods,124.9020004272461,OUT017,2007,Medium,Tier 2,Supermarket Type1,2909.5458984375
FDS12,,LF,0.30485910177230835,Baking Goods,125.43620300292969,OUT019,1985,Small,Tier1,Grocery Store,755.0172119140625
FDV36,18.700000762939453,Low Fat,0.02634289674460888,Baking Goods,125.7020034790039,OUT049,1999,Medium,Tier1,Supermarket Type1,2468.15869140625
FDS12,9.100000381469727,Low Fat,0.17438925802707672,Baking Goods,125.73619842529297,OUT049,1999,Medium,Tier1,Supermarket Type1,1247.1773681640625
FDS12,9.100000381469727,Low Fat,0.1744716614484787,Baking Goods,125.83619689941406,OUT045,2002,Small,Tier 2,Supermarket Type1,1248.1693115234375
FDT60,12.0,low fat,0.07566576451063156,Baking Goods,125.83879852294922,OUT049,1999,Medium,Tier1,Supermarket Type1,1585.56884765625
FDV36,18.700000762939453,Low Fat,0.044024161994457245,Baking Goods,125.9020004272461,OUT010,1998,Medium,Tier 3,Grocery Store,126.50199890136719
FDV36,18.700000762939453,Low Fat,0.026409147307276726,Baking Goods,126.10199737548828,OUT018,2009,Medium,Tier 3,Supermarket Type2,2523.1748046875
FDV36,18.700000762939453,Low Fat,0.026297030970454216,Baking Goods,126.2020034790039,OUT035,2004,Small,Tier 2,Supermarket Type1,2525.17578125
FDV36,18.700000762939453,Low Fat,0.026302004233002663,Baking Goods,126.50199890136719,OUT046,1997,Small,Tier1,Supermarket Type1,2531.178466796875
FDS12,9.100000381469727,Low Fat,0.17397364974021912,Baking Goods,126.53620147705078,OUT013,1987,High,Tier 3,Supermarket Type1,1761.706787109375
FDS12,9.100000381469727,Low Fat,0.2914387583732605,Baking Goods,126.83619689941406,OUT010,1998,Medium,Tier 3,Grocery Store,125.83619689941406
FDV36,18.700000762939453,Low Fat,0.02635534480214119,Baking Goods,127.10199737548828,OUT045,2002,Small,Tier 2,Supermarket Type1,3289.052001953125
FDV36,,Low Fat,0.02617463655769825,Baking Goods,127.10199737548828,OUT027,1985,Medium,Tier 3,Supermarket Type3,3415.553955078125
FDS12,9.100000381469727,Low Fat,0.17482782900333405,Baking Goods,127.23619842529297,OUT018,2009,Medium,Tier 3,Supermarket Type2,1635.87060546875
FDS12,9.100000381469727,Low Fat,0.1741185486316681,Baking Goods,127.43620300292969,OUT046,1997,Small,Tier1,Supermarket Type1,1217.65283203125
FDS12,9.100000381469727,Low Fat,0.17510344088077545,Baking Goods,127.53620147705078,OUT017,2007,Medium,Tier 2,Supermarket Type1,4655.939453125
FDS12,,Low Fat,0.17327536642551422,Baking Goods,127.63619995117188,OUT027,1985,Medium,Tier 3,Supermarket Type3,736.6090087890625
FDV36,18.700000762939453,Low Fat,0.0,Baking Goods,128.1020050048828,OUT013,1987,High,Tier 3,Supermarket Type1,2611.10302734375
FDB36,5.465000152587891,Regular,0.0,Baking Goods,129.16259765625,OUT046,1997,Small,Tier1,Supermarket Type1,3672.552734375
FDB36,5.465000152587891,Regular,0.04862559959292412,Baking Goods,129.26260375976562,OUT045,2002,Small,Tier 2,Supermarket Type1,1311.6259765625
FDB36,5.465000152587891,Regular,0.0,Baking Goods,129.26260375976562,OUT049,1999,Medium,Tier1,Supermarket Type1,748.8052978515625
FDU48,18.850000381469727,Low Fat,0.055444519966840744,Baking Goods,130.62840270996094,OUT049,1999,Medium,Tier1,Supermarket Type1,2708.579833984375
FDU48,,Low Fat,0.05509037524461746,Baking Goods,130.7283935546875,OUT027,1985,Medium,Tier 3,Supermarket Type3,2372.980712890625
FDB36,5.465000152587891,Regular,0.048486802726984024,Baking Goods,131.26260375976562,OUT013,1987,High,Tier 3,Supermarket Type1,3410.2275390625
FDU48,,Low Fat,0.09692550450563431,Baking Goods,131.32839965820312,OUT019,1985,Small,Tier1,Grocery Store,1354.941650390625
FDU48,18.850000381469727,Low Fat,0.09265869855880737,Baking Goods,131.42840576171875,OUT010,1998,Medium,Tier 3,Grocery Store,263.65679931640625
FDU48,18.850000381469727,Low Fat,0.0553123839199543,Baking Goods,131.42840576171875,OUT013,1987,High,Tier 3,Supermarket Type1,2601.296630859375
FDU48,18.850000381469727,Low Fat,0.0553479865193367,Baking Goods,131.5283966064453,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9407958984375
FDU48,18.850000381469727,Low Fat,0.05558395758271217,Baking Goods,131.7283935546875,OUT018,2009,Medium,Tier 3,Supermarket Type2,2731.388427734375
FDU48,18.850000381469727,Low Fat,0.05547071993350983,Baking Goods,132.12840270996094,OUT045,2002,Small,Tier 2,Supermarket Type1,2640.0576171875
FDB36,5.465000152587891,Regular,0.04880167543888092,Baking Goods,132.16259765625,OUT017,2007,Medium,Tier 2,Supermarket Type1,1573.951171875
FDB36,5.465000152587891,Regular,0.0,Baking Goods,132.56260681152344,OUT018,2009,Medium,Tier 3,Supermarket Type2,262.3251953125
FDU48,18.850000381469727,Low Fat,0.05535845085978508,Baking Goods,132.7283935546875,OUT046,1997,Small,Tier1,Supermarket Type1,2702.084716796875
FDB36,5.465000152587891,Regular,0.04851800948381424,Baking Goods,132.9626007080078,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.9267578125
FDB36,,Regular,0.048292189836502075,Baking Goods,133.16259765625,OUT027,1985,Medium,Tier 3,Supermarket Type3,2492.08935546875
FDU48,18.850000381469727,Low Fat,0.055671583861112595,Baking Goods,133.32839965820312,OUT017,2007,Medium,Tier 2,Supermarket Type1,263.65679931640625
FDE24,14.850000381469727,Low Fat,0.09360793232917786,Baking Goods,140.481201171875,OUT049,1999,Medium,Tier1,Supermarket Type1,2211.314453125
FDE24,14.850000381469727,Low Fat,0.09399128705263138,Baking Goods,140.981201171875,OUT017,2007,Medium,Tier 2,Supermarket Type1,3277.067626953125
FDE24,14.850000381469727,Low Fat,0.09344495087862015,Baking Goods,141.08120727539062,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.849609375
FDZ12,9.170000076293945,Low Fat,0.10318765789270401,Baking Goods,141.2469940185547,OUT045,2002,Small,Tier 2,Supermarket Type1,1411.80615234375
FDE24,14.850000381469727,LF,0.09338484704494476,Baking Goods,141.38119506835938,OUT013,1987,High,Tier 3,Supermarket Type1,2204.486328125
FDE24,14.850000381469727,Low Fat,0.0936521664261818,Baking Goods,141.58120727539062,OUT045,2002,Small,Tier 2,Supermarket Type1,427.443603515625
FDZ12,9.170000076293945,Low Fat,0.10313892364501953,Baking Goods,141.7469940185547,OUT049,1999,Medium,Tier1,Supermarket Type1,3006.0869140625
FDY60,10.5,Regular,0.026478366926312447,Baking Goods,141.9127960205078,OUT018,2009,Medium,Tier 3,Supermarket Type2,1594.3902587890625
FDY60,10.5,Regular,0.02636595629155636,Baking Goods,141.9127960205078,OUT035,2004,Small,Tier 2,Supermarket Type1,1639.0928955078125
FDZ12,9.170000076293945,Low Fat,0.10289312154054642,Baking Goods,141.94700622558594,OUT013,1987,High,Tier 3,Supermarket Type1,4008.115966796875
FDE24,14.850000381469727,Low Fat,0.09346262365579605,Baking Goods,141.981201171875,OUT046,1997,Small,Tier1,Supermarket Type1,2298.1787109375
FDE24,14.850000381469727,Low Fat,0.15643726289272308,Baking Goods,142.08120727539062,OUT010,1998,Medium,Tier 3,Grocery Store,284.96240234375
FDZ12,9.170000076293945,Low Fat,0.10295934230089188,Baking Goods,142.14700317382812,OUT035,2004,Small,Tier 2,Supermarket Type1,1368.662353515625
FDE24,14.850000381469727,Low Fat,0.09384334832429886,Baking Goods,142.38119506835938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1139.849609375
FDZ12,,Low Fat,0.10248013585805893,Baking Goods,142.7469940185547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1392.923583984375
FDE24,,Low Fat,0.09301002323627472,Baking Goods,143.08120727539062,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.51123046875
FDY60,10.5,Regular,0.0,Baking Goods,143.31280517578125,OUT046,1997,Small,Tier1,Supermarket Type1,1438.1280517578125
FDW12,8.3149995803833,Regular,0.03554258123040199,Baking Goods,143.3444061279297,OUT013,1987,High,Tier 3,Supermarket Type1,1596.58837890625
FDY60,10.5,Regular,0.0,Baking Goods,143.51280212402344,OUT049,1999,Medium,Tier1,Supermarket Type1,1657.5728759765625
FDW12,,Regular,0.06228230148553848,Baking Goods,143.54440307617188,OUT019,1985,Small,Tier1,Grocery Store,2304.73828125
FDW12,8.3149995803833,Regular,0.05954054370522499,Baking Goods,143.64439392089844,OUT010,1998,Medium,Tier 3,Grocery Store,145.14439392089844
FDY60,,Regular,0.026243239641189575,Baking Goods,143.81280517578125,OUT027,1985,Medium,Tier 3,Supermarket Type3,4458.19677734375
FDY60,10.5,Regular,0.0441395528614521,Baking Goods,143.9127960205078,OUT010,1998,Medium,Tier 3,Grocery Store,143.81280517578125
FDZ12,9.170000076293945,Low Fat,0.10339830815792084,Baking Goods,143.94700622558594,OUT018,2009,Medium,Tier 3,Supermarket Type2,2576.64599609375
FDZ12,9.170000076293945,Low Fat,0.10356130450963974,Baking Goods,144.14700317382812,OUT017,2007,Medium,Tier 2,Supermarket Type1,1387.91943359375
FDE24,,Low Fat,0.16364099085330963,Baking Goods,144.2812042236328,OUT019,1985,Small,Tier1,Grocery Store,881.6935424804688
FDW12,8.3149995803833,Regular,0.035773392766714096,Baking Goods,144.3444061279297,OUT017,2007,Medium,Tier 2,Supermarket Type1,3483.465576171875
FDW12,8.3149995803833,Regular,0.03557218238711357,Baking Goods,144.44439697265625,OUT046,1997,Small,Tier1,Supermarket Type1,2902.887939453125
FDW12,,Regular,0.035399921238422394,Baking Goods,144.54440307617188,OUT027,1985,Medium,Tier 3,Supermarket Type3,4064.043212890625
FDY60,10.5,Regular,0.026520106941461563,Baking Goods,144.81280517578125,OUT017,2007,Medium,Tier 2,Supermarket Type1,2157.19189453125
FDW12,8.3149995803833,Regular,0.03556545823812485,Baking Goods,144.8444061279297,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.6878662109375
FDZ12,9.170000076293945,Low Fat,0.17236542701721191,Baking Goods,144.8470001220703,OUT010,1998,Medium,Tier 3,Grocery Store,572.5880126953125
FDZ12,,Low Fat,0.0,Baking Goods,144.8470001220703,OUT019,1985,Small,Tier1,Grocery Store,143.14700317382812
FDZ12,9.170000076293945,Low Fat,0.10297881811857224,Baking Goods,144.94700622558594,OUT046,1997,Small,Tier1,Supermarket Type1,4294.41015625
FDY60,10.5,Regular,0.026424424722790718,Baking Goods,145.21279907226562,OUT045,2002,Small,Tier 2,Supermarket Type1,3739.1328125
FDY60,10.5,Regular,0.02634899690747261,Baking Goods,145.31280517578125,OUT013,1987,High,Tier 3,Supermarket Type1,1617.3314208984375
FDF12,8.234999656677246,Low Fat,0.08276362717151642,Baking Goods,146.50759887695312,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.883544921875
FDW12,8.3149995803833,reg,0.03562748804688454,Baking Goods,146.64439392089844,OUT049,1999,Medium,Tier1,Supermarket Type1,870.8663940429688
FDF12,8.234999656677246,Low Fat,0.08255600929260254,Baking Goods,146.7075958251953,OUT049,1999,Medium,Tier1,Supermarket Type1,1316.869384765625
FDW12,8.3149995803833,Regular,0.0,Baking Goods,146.94439697265625,OUT018,2009,Medium,Tier 3,Supermarket Type2,1331.8084716796875
FDW12,8.3149995803833,Regular,0.035644326359033585,Baking Goods,147.14439392089844,OUT045,2002,Small,Tier 2,Supermarket Type1,870.8663940429688
FDF12,8.234999656677246,Low Fat,0.08235926181077957,Baking Goods,147.60760498046875,OUT013,1987,High,Tier 3,Supermarket Type1,3103.959716796875
FDV24,5.635000228881836,Low Fat,0.17285671830177307,Baking Goods,148.2050018310547,OUT010,1998,Medium,Tier 3,Grocery Store,449.4150085449219
FDF12,8.234999656677246,Low Fat,0.08241226524114609,Baking Goods,148.50759887695312,OUT035,2004,Small,Tier 2,Supermarket Type1,1345.256103515625
FDF12,,Low Fat,0.08202869445085526,Baking Goods,148.60760498046875,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.80517578125
FDV24,5.635000228881836,Low Fat,0.0,Baking Goods,148.7050018310547,OUT049,1999,Medium,Tier1,Supermarket Type1,1198.43994140625
FDV24,,Low Fat,0.10277223587036133,Baking Goods,148.7050018310547,OUT027,1985,Medium,Tier 3,Supermarket Type3,1446.9375
FDF12,8.234999656677246,Low Fat,0.08259502053260803,Baking Goods,149.10760498046875,OUT045,2002,Small,Tier 2,Supermarket Type1,1182.4608154296875
FDF12,8.234999656677246,Low Fat,0.08289410173892975,Baking Goods,149.30760192871094,OUT017,2007,Medium,Tier 2,Supermarket Type1,1921.498779296875
FDF12,8.234999656677246,Low Fat,0.08242785185575485,Baking Goods,149.30760192871094,OUT046,1997,Small,Tier1,Supermarket Type1,2808.344482421875
FDS48,15.149999618530273,Low Fat,0.0,Baking Goods,149.3708038330078,OUT049,1999,Medium,Tier1,Supermarket Type1,2489.264404296875
FDV24,5.635000228881836,Low Fat,0.0,Baking Goods,149.40499877929688,OUT035,2004,Small,Tier 2,Supermarket Type1,926.0869140625
FDS48,,Low Fat,0.027644731104373932,Baking Goods,149.47079467773438,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.88671875
FDS48,15.149999618530273,Low Fat,0.04649677872657776,Baking Goods,149.67080688476562,OUT010,1998,Medium,Tier 3,Grocery Store,300.94158935546875
FDS48,,Low Fat,0.048637889325618744,Baking Goods,149.7707977294922,OUT019,1985,Small,Tier1,Grocery Store,150.47079467773438
FDR48,11.649999618530273,Low Fat,0.0,Baking Goods,149.80239868164062,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6287841796875
FDV24,5.635000228881836,Low Fat,0.10369302332401276,Baking Goods,149.90499877929688,OUT018,2009,Medium,Tier 3,Supermarket Type2,2546.68505859375
FDV24,5.635000228881836,Low Fat,0.10348177701234818,Baking Goods,150.0050048828125,OUT045,2002,Small,Tier 2,Supermarket Type1,1797.6600341796875
FDM24,6.135000228881836,Regular,0.07965051382780075,Baking Goods,150.1365966796875,OUT018,2009,Medium,Tier 3,Supermarket Type2,994.7750854492188
FDS48,15.149999618530273,Low Fat,0.02777925319969654,Baking Goods,150.17080688476562,OUT046,1997,Small,Tier1,Supermarket Type1,1504.7080078125
FDS48,15.149999618530273,Low Fat,0.027756137773394585,Baking Goods,150.47079467773438,OUT013,1987,High,Tier 3,Supermarket Type1,2106.59130859375
FDS48,15.149999618530273,Low Fat,0.0,Baking Goods,150.47079467773438,OUT045,2002,Small,Tier 2,Supermarket Type1,2416.41064453125
FDR48,11.649999618530273,Low Fat,0.13224807381629944,Baking Goods,150.5023956298828,OUT017,2007,Medium,Tier 2,Supermarket Type1,3187.850341796875
FDM24,6.135000228881836,Regular,0.13277775049209595,Baking Goods,150.73660278320312,OUT010,1998,Medium,Tier 3,Grocery Store,998.7505493164062
FDR48,,Low Fat,0.13086740672588348,Baking Goods,150.80239868164062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4402.26953125
FDS48,15.149999618530273,Low Fat,0.02789241448044777,Baking Goods,150.97079467773438,OUT018,2009,Medium,Tier 3,Supermarket Type2,2424.440185546875
FDR48,11.649999618530273,Low Fat,0.13177092373371124,Baking Goods,151.10240173339844,OUT045,2002,Small,Tier 2,Supermarket Type1,1518.0240478515625
FDS48,15.149999618530273,Low Fat,0.027936384081840515,Baking Goods,151.17080688476562,OUT017,2007,Medium,Tier 2,Supermarket Type1,2496.35888671875
FDV24,5.635000228881836,Low Fat,0.10327233374118805,Baking Goods,151.2050018310547,OUT046,1997,Small,Tier1,Supermarket Type1,920.203369140625
FDV24,5.635000228881836,Low Fat,0.10385648906230927,Baking Goods,151.30499267578125,OUT017,2007,Medium,Tier 2,Supermarket Type1,937.864013671875
FDM24,6.135000228881836,Regular,0.0,Baking Goods,151.3365936279297,OUT045,2002,Small,Tier 2,Supermarket Type1,1057.9561767578125
FDM24,6.135000228881836,Regular,0.07945069670677185,Baking Goods,151.6365966796875,OUT049,1999,Medium,Tier1,Supermarket Type1,1014.0166625976562
FDM24,6.135000228881836,Regular,0.07931236922740936,Baking Goods,151.73660278320312,OUT035,2004,Small,Tier 2,Supermarket Type1,3325.005126953125
FDV24,5.635000228881836,Low Fat,0.10318639874458313,Baking Goods,151.80499267578125,OUT013,1987,High,Tier 3,Supermarket Type1,940.9633178710938
FDR48,11.649999618530273,Low Fat,0.13139478862285614,Baking Goods,151.90240478515625,OUT013,1987,High,Tier 3,Supermarket Type1,1669.826416015625
FDR48,,Low Fat,0.23024693131446838,Baking Goods,152.10240173339844,OUT019,1985,Small,Tier1,Grocery Store,660.6055297851562
FDR48,11.649999618530273,LF,0.13170868158340454,Baking Goods,152.30239868164062,OUT049,1999,Medium,Tier1,Supermarket Type1,1518.0240478515625
FDS48,15.149999618530273,Low Fat,0.02777400240302086,Baking Goods,152.3708038330078,OUT035,2004,Small,Tier 2,Supermarket Type1,3159.88671875
FDR48,11.649999618530273,Low Fat,0.13150422275066376,Baking Goods,152.5023956298828,OUT046,1997,Small,Tier1,Supermarket Type1,1954.3182373046875
FDR48,11.649999618530273,LF,0.0,Baking Goods,152.60240173339844,OUT035,2004,Small,Tier 2,Supermarket Type1,303.60479736328125
FDM24,,Regular,0.07894322276115417,Baking Goods,152.73660278320312,OUT027,1985,Medium,Tier 3,Supermarket Type3,1813.63916015625
FDX48,17.75,Regular,0.037880729883909225,Baking Goods,152.76559448242188,OUT035,2004,Small,Tier 2,Supermarket Type1,2982.748291015625
FDM24,6.135000228881836,Regular,0.07926135510206223,Baking Goods,152.8365936279297,OUT013,1987,High,Tier 3,Supermarket Type1,1022.041259765625
FDM24,6.135000228881836,Regular,0.07977607846260071,Baking Goods,152.8365936279297,OUT017,2007,Medium,Tier 2,Supermarket Type1,1964.7757568359375
FDM24,6.135000228881836,Regular,0.07932736724615097,Baking Goods,152.8365936279297,OUT046,1997,Small,Tier1,Supermarket Type1,2871.595458984375
FDR48,11.649999618530273,Low Fat,0.22011111676692963,Baking Goods,153.0023956298828,OUT010,1998,Medium,Tier 3,Grocery Store,455.4071960449219
FDX48,17.75,Regular,0.03796473145484924,Baking Goods,153.0655975341797,OUT045,2002,Small,Tier 2,Supermarket Type1,2988.60595703125
FDX48,17.75,Regular,0.03794679790735245,Baking Goods,153.3656005859375,OUT049,1999,Medium,Tier1,Supermarket Type1,2967.240966796875
FDX48,17.75,Regular,0.038102202117443085,Baking Goods,154.0655975341797,OUT017,2007,Medium,Tier 2,Supermarket Type1,1390.1904296875
FDX48,,reg,0.06633681058883667,Baking Goods,154.1656036376953,OUT019,1985,Small,Tier1,Grocery Store,617.8624267578125
FDX48,17.75,Regular,0.038042232394218445,Baking Goods,154.26559448242188,OUT018,2009,Medium,Tier 3,Supermarket Type2,3398.2431640625
FDX48,17.75,Regular,0.037856362760066986,Baking Goods,154.3656005859375,OUT013,1987,High,Tier 3,Supermarket Type1,2876.98876953125
FDX48,17.75,Regular,0.06341656297445297,Baking Goods,154.6656036376953,OUT010,1998,Medium,Tier 3,Grocery Store,308.93121337890625
FDX48,17.75,Regular,0.03788789361715317,Baking Goods,154.6656036376953,OUT046,1997,Small,Tier1,Supermarket Type1,2937.486328125
FDX48,,Regular,0.03770441934466362,Baking Goods,154.8656005859375,OUT027,1985,Medium,Tier 3,Supermarket Type3,4107.359375
FDO24,11.100000381469727,low fat,0.0,Baking Goods,156.4604034423828,OUT049,1999,Medium,Tier1,Supermarket Type1,2376.906005859375
FDH24,20.700000762939453,Low Fat,0.021427081897854805,Baking Goods,156.52879333496094,OUT035,2004,Small,Tier 2,Supermarket Type1,1571.2879638671875
FDH24,20.700000762939453,Low Fat,0.021464454010128975,Baking Goods,156.62879943847656,OUT049,1999,Medium,Tier1,Supermarket Type1,3928.219970703125
FDO24,11.100000381469727,Low Fat,0.17606902122497559,Baking Goods,156.76040649414062,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5247802734375
FDH24,20.700000762939453,Low Fat,0.021474596112966537,Baking Goods,156.92880249023438,OUT045,2002,Small,Tier 2,Supermarket Type1,3475.81591796875
FDH24,20.700000762939453,Low Fat,0.02155235782265663,Baking Goods,157.02879333496094,OUT017,2007,Medium,Tier 2,Supermarket Type1,2985.447265625
FDH24,20.700000762939453,Low Fat,0.021431133151054382,Baking Goods,157.02879333496094,OUT046,1997,Small,Tier1,Supermarket Type1,2199.80322265625
FDN60,15.100000381469727,Low Fat,0.09530602395534515,Baking Goods,157.160400390625,OUT049,1999,Medium,Tier1,Supermarket Type1,2491.778076171875
FDN60,15.100000381469727,Low Fat,0.09554571658372879,Baking Goods,157.3603973388672,OUT018,2009,Medium,Tier 3,Supermarket Type2,4436.89111328125
FDO24,11.100000381469727,Low Fat,0.1765730381011963,Baking Goods,157.4604034423828,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.74755859375
FDH24,20.700000762939453,Low Fat,0.021518435329198837,Baking Goods,157.52879333496094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571.2879638671875
FDN60,,Low Fat,0.1666095107793808,Baking Goods,157.660400390625,OUT019,1985,Small,Tier1,Grocery Store,316.9208068847656
FDH24,,Low Fat,0.02132735215127468,Baking Goods,157.82879638671875,OUT027,1985,Medium,Tier 3,Supermarket Type3,7400.29931640625
FDO24,11.100000381469727,Low Fat,0.1772124171257019,Baking Goods,158.160400390625,OUT017,2007,Medium,Tier 2,Supermarket Type1,1913.5826416015625
FDO24,11.100000381469727,Low Fat,0.1761823445558548,Baking Goods,158.160400390625,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.5247802734375
